ticker,accession,formType,filedAt,in_secapi,in_edgar,in_neo4j,gap_type
BECN,0001124941-24-000024,10-K,2024-02-28,YES,YES,NO,PIPELINE_LOST
BERY,0001104659-25-017428,8-K,2025-02-26,YES,YES,NO,PIPELINE_LOST
BERY,0001104659-25-017233,8-K,2025-02-26,YES,YES,NO,PIPELINE_LOST
BERY,0001104659-25-017195,8-K,2025-02-26,YES,YES,NO,PIPELINE_LOST
BERY,0001104659-24-060816,8-K,2024-05-14,YES,YES,NO,PIPELINE_LOST
BERY,0001104659-24-060293,8-K,2024-05-13,YES,YES,NO,PIPELINE_LOST
BG,0001104659-23-113122,8-K,2023-11-01,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000225,8-K,2023-10-26,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000223,8-K,2023-10-13,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000221,8-K,2023-10-06,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000218,8-K/A,2023-09-08,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000168,8-K,2023-08-02,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000166,8-K,2023-07-11,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000163,8-K,2023-06-26,YES,NO,NO,PIPELINE_LOST
BG,0001104659-23-071337,8-K,2023-06-14,YES,NO,NO,PIPELINE_LOST
BG,0001104659-23-070939,8-K,2023-06-13,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000110,8-K,2023-05-15,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000094,8-K,2023-05-03,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000078,8-K,2023-03-29,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000005,8-K,2023-02-08,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000010,10-K,2023-02-24,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000227,10-Q,2023-10-26,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000170,10-Q,2023-08-09,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000096,10-Q,2023-05-03,YES,NO,NO,PIPELINE_LOST
BG,0001144519-23-000218,8-K/A,2023-09-08,YES,NO,NO,PIPELINE_LOST
BIGC,0000950170-24-018424,8-K,2024-02-22,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-122734,10-Q,2024-11-07,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-028787,8-K,2024-03-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-056275,10-Q,2024-05-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-018309,10-Q,2023-05-05,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0001193125-26-085687,10-K,2026-03-02,NO,YES,NO,SOURCE_GAP
BIGC,0000950170-24-061851,8-K,2024-05-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-038567,10-Q,2023-08-04,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-061112,10-Q,2023-11-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0001193125-26-006391,8-K,2026-01-07,NO,YES,NO,SOURCE_GAP
BIGC,0000950170-25-066365,8-K,2025-05-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0001193125-26-047630,8-K,2026-02-12,NO,YES,NO,SOURCE_GAP
BIGC,0001193125-25-268071,10-Q,2025-11-06,NO,YES,NO,SOURCE_GAP
BIGC,0000950170-23-023918,8-K,2023-05-24,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-093094,8-K,2024-08-08,NO,YES,NO,SOURCE_GAP
BIGC,0000950170-25-047873,8-K,2025-03-31,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-114540,8-K,2025-09-12,NO,YES,NO,SOURCE_GAP
BIGC,0001193125-24-231224,8-K,2024-10-02,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-066358,8-K,2023-11-28,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-037951,8-K,2023-08-03,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-100557,10-Q,2025-07-31,NO,YES,NO,SOURCE_GAP
BIGC,0001193125-23-046531,8-K,2023-02-23,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-022864,10-K,2024-02-29,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-092283,8-K,2025-07-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-036162,8-K,2023-08-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0001193125-23-068509,8-K,2023-03-13,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0001193125-25-268062,8-K,2025-11-06,NO,YES,NO,SOURCE_GAP
BIGC,0001193125-23-272894,8-K,2023-11-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0001193125-23-227637,8-K,2023-09-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-088945,8-K,2024-08-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-100556,8-K,2025-07-31,NO,YES,NO,SOURCE_GAP
BIGC,0000950170-24-088947,10-Q,2024-08-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-023102,8-K,2023-05-18,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-003813,8-K,2025-01-10,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-066034,8-K,2023-11-27,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-023738,8-K,2025-02-20,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-017853,8-K,2023-05-04,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-133085,8-K,2024-12-04,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-033858,8-K,2025-03-05,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-008310,8-K,2024-01-29,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0001193125-25-235862,8-K,2025-10-09,NO,YES,NO,SOURCE_GAP
BIGC,0000950170-25-029211,10-K,2025-02-27,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-053216,8-K,2024-05-06,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-122728,8-K,2024-11-07,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-072669,8-K,2025-05-15,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-25-066379,10-Q,2025-05-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-24-056268,8-K,2024-05-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-019002,8-K,2023-05-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BIGC,0000950170-23-005598,10-K,2023-03-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
BILL,0001786352-23-000023,NT 10-Q,2023-05-10,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-229654,8-K,2024-10-01,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-218880,8-K,2024-09-13,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-186274,8-K,2024-07-26,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-181046,8-K,2024-07-18,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-180020,8-K,2024-07-17,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-24-083381,8-K,2024-07-15,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-172680,8-K,2024-07-01,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-151944,8-K,2024-05-31,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-141821,8-K,2024-05-17,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-24-043859,8-K,2024-04-12,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-080875,8-K,2024-03-28,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-069265,8-K,2024-03-15,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-068012,8-K,2024-03-14,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-060868,8-K,2024-03-06,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-24-007623,8-K,2024-01-12,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-24-004107,8-K,2024-01-12,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-272549,8-K,2023-11-07,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-23-053207,8-K,2023-10-13,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-236276,8-K,2023-09-15,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-188199,8-K,2023-07-17,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-23-032924,8-K,2023-07-14,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-155456,8-K,2023-05-26,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-154340,8-K,2023-05-25,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-148238,8-K,2023-05-18,YES,NO,NO,PIPELINE_LOST
BLK,0001564590-23-005711,8-K,2023-04-14,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-088446,8-K,2023-03-31,YES,NO,NO,PIPELINE_LOST
BLK,0001193125-23-048785,8-K,2023-02-24,YES,NO,NO,PIPELINE_LOST
BLK,0001564590-23-000399,8-K,2023-01-13,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-24-019271,10-K,2024-02-23,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-23-004343,10-K,2023-02-24,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-24-091706,10-Q,2024-08-06,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-24-054148,10-Q,2024-05-07,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-23-059279,10-Q,2023-11-06,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-23-038497,10-Q,2023-08-04,YES,NO,NO,PIPELINE_LOST
BLK,0000950170-23-018214,10-Q,2023-05-05,YES,NO,NO,PIPELINE_LOST
CAT,0001104659-26-042062,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
CC,0001193125-24-051942,NT 10-K,2024-02-29,YES,NO,NO,PIPELINE_LOST
CHWY,0001193125-26-146440,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
CL,0000021665-26-000015,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
CLSK,0000950170-24-132288,NT 10-K,2024-12-02,YES,NO,NO,PIPELINE_LOST
CMCSA,0001166691-23-000020,8-K,2023-04-27,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-008707,8-K,2023-06-09,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-006033,8-K,2023-04-21,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-007049,8-K,2023-05-09,NO,YES,NO,SOURCE_GAP
CMCSA,0001166691-23-000024,10-Q,2023-04-27,NO,YES,NO,SOURCE_GAP
CMCSA,0001166691-23-000014,8-K,2023-03-13,NO,YES,NO,SOURCE_GAP
CMCSA,0001166691-23-000029,8-K,2023-07-27,NO,YES,NO,SOURCE_GAP
CMCSA,0001166691-23-000010,10-K,2023-02-03,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-006065,8-K,2023-04-24,NO,YES,NO,SOURCE_GAP
CMCSA,0001166691-23-000032,10-Q,2023-07-27,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-000208,8-K,2023-01-06,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-013446,8-K,2023-09-11,NO,YES,NO,SOURCE_GAP
CMCSA,0001166691-23-000005,8-K,2023-01-26,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-006958,8-K,2023-05-08,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-004120,8-K,2023-03-15,NO,YES,NO,SOURCE_GAP
CMCSA,0000950103-23-006594,8-K,2023-05-01,NO,YES,NO,SOURCE_GAP
CMCSA,0001193125-23-030148,8-K,2023-02-09,NO,YES,NO,SOURCE_GAP
CNM,0001193125-26-150369,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
COIN,0001679788-26-000035,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
COO,0001628280-26-024273,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
COUR,0001140361-26-014012,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
CPT,0001628280-26-024527,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
CWH,0001104659-26-041752,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
CWK,0001628369-26-000050,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
CYRX,0001558370-25-011126,NT 10-Q,2025-08-11,YES,NO,NO,PIPELINE_LOST
D,0001193125-26-147495,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
DAL,0000027904-26-000020,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
DAL,0000027904-26-000022,10-Q,2026-04-08,YES,NO,NO,PIPELINE_LOST
DH,0001193125-26-149605,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
DH,0001193125-23-200003,NT 10-Q,2023-08-01,YES,NO,NO,PIPELINE_LOST
DK,0001193125-26-151245,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
DOCN,0001582961-23-000029,NT 10-Q,2023-08-09,YES,NO,NO,PIPELINE_LOST
DOV,0001193125-26-147940,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
DTE,0000936340-23-000132,8-K,2023-06-06,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000150,8-K,2023-06-26,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000168,8-K,2023-07-27,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000076,8-K,2023-02-24,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000169,10-Q,2023-07-27,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000105,8-K,2023-05-04,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000100,8-K,2023-04-27,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000073,10-K,2023-02-23,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000101,10-Q,2023-04-27,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000079,8-K,2023-03-03,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000072,8-K,2023-02-23,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000049,8-K,2023-02-02,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000128,8-K,2023-05-10,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000165,8-K,2023-07-12,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000175,8-K,2023-08-09,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000130,8-K,2023-05-19,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000173,8-K,2023-08-03,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000087,8-K,2023-04-03,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000082,8-K,2023-03-17,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000154,8-K,2023-06-28,NO,YES,NO,SOURCE_GAP
DTE,0000936340-23-000149,8-K,2023-06-26,NO,YES,NO,SOURCE_GAP
DUK,0001104659-24-001703,8-K,2024-01-05,YES,NO,NO,PIPELINE_LOST
DUK,0001104659-23-071538,8-K,2023-06-15,YES,NO,NO,PIPELINE_LOST
DUK,0001104659-23-001832,8-K,2023-01-06,YES,NO,NO,PIPELINE_LOST
DUK,0001881226-23-000005,10-K,2023-03-29,YES,NO,NO,PIPELINE_LOST
DVN,0001193125-26-151250,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
EOG,0000821189-26-000078,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
EQH,0000950142-26-001087,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
EXPE,0001104659-26-042073,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
FDS,0000950103-26-005447,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
FLS,0001193125-23-056301,NT 10-K,2023-03-01,YES,NO,NO,PIPELINE_LOST
FLYW,0001193125-23-054140,NT 10-K,2023-02-28,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-26-148589,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-173432,8-K,2024-07-01,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-168482,8-K,2024-06-26,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-163040,8-K,2024-06-18,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-24-000076,8-K,2024-05-09,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-129363,8-K,2024-05-02,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-093205,8-K,2024-04-11,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-24-000037,8-K,2024-02-26,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-24-000032,8-K,2024-02-15,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-032075,8-K,2024-02-12,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-021021,8-K,2024-01-31,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-012386,8-K,2024-01-22,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-23-295458,8-K,2023-12-14,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-23-291817,8-K,2023-12-08,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-23-276046,8-K,2023-11-13,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-23-269882,8-K,2023-11-03,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000100,8-K,2023-11-02,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-23-268768,8-K,2023-11-02,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000095,8-K/A,2023-09-29,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-23-226835,8-K,2023-09-01,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000089,8-K,2023-08-03,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000083,8-K,2023-05-26,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000078,8-K,2023-05-04,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000069,8-K,2023-03-06,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000043,8-K,2023-02-16,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-23-032767,8-K,2023-02-10,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-24-000071,10-K/A,2024-04-29,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-24-000035,10-K,2024-02-16,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000047,10-K,2023-02-17,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-24-000079,10-Q,2024-05-09,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000106,10-Q,2023-11-02,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000092,10-Q,2023-08-03,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000080,10-Q,2023-05-04,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-23-000095,8-K/A,2023-09-29,YES,NO,NO,PIPELINE_LOST
FUN,0000811532-24-000071,10-K/A,2024-04-29,YES,NO,NO,PIPELINE_LOST
FUN,0001193125-24-176370,8-K,2024-07-08,NO,YES,NO,SOURCE_GAP
GSHD,0001726978-26-000034,8-K/A,2026-04-08,YES,NO,NO,PIPELINE_LOST
GSHD,0001726978-26-000034,8-K/A,2026-04-08,YES,NO,NO,PIPELINE_LOST
GTLB,0001628280-25-030548,NT 10-Q,2025-06-10,YES,NO,NO,PIPELINE_LOST
H,0001398987-24-000002,8-K,2024-02-08,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000167,8-K,2023-11-22,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000153,8-K,2023-10-24,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000151,8-K,2023-10-06,YES,NO,NO,PIPELINE_LOST
H,0001193125-23-221474,8-K,2023-08-25,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000147,8-K,2023-08-08,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000140,8-K/A,2023-07-25,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000138,8-K,2023-07-25,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000133,8-K,2023-07-25,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000130,8-K,2023-05-12,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000090,8-K,2023-05-04,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000083,8-K,2023-05-03,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000071,8-K,2023-03-31,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000013,8-K,2023-02-23,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000005,8-K,2023-01-26,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000003,8-K,2023-01-10,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000016,10-K,2023-02-24,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000156,10-Q,2023-11-02,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000144,10-Q,2023-08-04,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000085,10-Q,2023-05-03,YES,NO,NO,PIPELINE_LOST
H,0001398987-23-000140,8-K/A,2023-07-25,YES,NO,NO,PIPELINE_LOST
HL,0001437749-26-011930,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
HUBG,0001193125-26-086687,NT 10-K,2026-03-03,YES,NO,NO,PIPELINE_LOST
HUM,0000049071-26-000013,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
IIPR,0001104659-26-042068,8-K,2026-04-10,YES,NO,NO,PIPELINE_LOST
ITCI,0001193125-24-195429,8-K,2024-08-07,YES,YES,NO,PIPELINE_LOST
ITCI,0001628280-24-035386,10-Q,2024-08-07,YES,YES,NO,PIPELINE_LOST
KBH,0000795266-26-000042,10-Q,2026-04-09,YES,NO,NO,PIPELINE_LOST
KMX,0001104659-26-041539,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
LEN,0001628280-26-024352,10-Q,2026-04-09,YES,NO,NO,PIPELINE_LOST
LH,0000920148-26-000131,8-K,2026-04-09,YES,NO,NO,PIPELINE_LOST
LMND,0001691421-23-000026,NT 10-K,2023-03-02,YES,NO,NO,PIPELINE_LOST
LSTR,0001193125-25-095321,NT 10-Q,2025-04-25,YES,NO,NO,PIPELINE_LOST
MARA,0001493152-23-006171,NT 10-K,2023-02-28,YES,NO,NO,PIPELINE_LOST
MAT,0001628280-24-008014,NT 10-K,2024-02-29,YES,NO,NO,PIPELINE_LOST
MGNX,0001125345-26-000026,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
MIRM,0001759425-26-000021,8-K/A,2026-04-08,YES,NO,NO,PIPELINE_LOST
MIRM,0001193125-24-050798,NT 10-K,2024-02-28,YES,NO,NO,PIPELINE_LOST
MIRM,0001759425-26-000021,8-K/A,2026-04-08,YES,NO,NO,PIPELINE_LOST
MKSI,0000950170-23-004684,NT 10-K,2023-02-27,YES,NO,NO,PIPELINE_LOST
MMC,0000062709-26-000014,8-K,2026-01-29,NO,YES,NO,SOURCE_GAP
MMC,0000062709-26-000071,8-K,2026-03-10,NO,YES,NO,SOURCE_GAP
MMC,0001193125-23-066105,8-K,2023-03-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-25-000057,8-K,2025-07-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000089,8-K,2024-10-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-25-000028,10-Q,2025-04-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000075,10-Q,2023-07-20,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0001193125-24-039967,8-K,2024-02-20,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-26-000022,10-K,2026-02-09,NO,YES,NO,SOURCE_GAP
MMC,0001193125-23-232457,8-K,2023-09-11,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000040,8-K,2023-05-22,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000033,8-K,2023-04-20,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0001193125-24-254168,8-K,2024-11-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000096,10-Q,2023-10-19,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000068,8-K,2024-07-18,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000079,8-K,2024-09-30,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000024,8-K,2024-03-14,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000072,8-K,2023-07-20,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-25-000069,10-Q,2025-07-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000016,10-K,2024-02-12,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000036,10-Q,2023-04-20,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000005,8-K,2024-01-25,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000093,8-K,2023-10-19,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000045,8-K,2023-06-12,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000083,8-K,2023-10-12,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000071,10-Q,2024-07-18,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000037,10-Q,2024-04-18,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-25-000015,10-K,2025-02-10,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000021,8-K,2024-02-23,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000021,8-K,2023-03-29,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-25-000125,10-Q,2025-10-16,NO,YES,NO,SOURCE_GAP
MMC,0000062709-25-000123,8-K,2025-10-16,NO,YES,NO,SOURCE_GAP
MMC,0000062709-24-000092,10-Q,2024-10-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000950103-25-006177,8-K,2025-05-19,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-25-000024,8-K,2025-04-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000098,8-K,2024-11-15,NO,YES,NO,SOURCE_GAP
