ticker,accession,formType,filedAt,in_secapi,in_edgar,in_neo4j,gap_type
MMC,0000062709-25-000006,8-K,2025-01-30,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000032,8-K,2024-04-18,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-23-000006,8-K,2023-01-26,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-26-000035,8-K,2026-02-25,NO,YES,NO,SOURCE_GAP
MMC,0001193125-26-059544,8-K,2026-02-19,NO,YES,NO,SOURCE_GAP
MMC,0000062709-24-000012,8-K,2024-02-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000060,8-K,2024-07-10,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-26-000008,8-K,2026-01-14,NO,YES,NO,SOURCE_GAP
MMC,0000062709-23-000014,10-K,2023-02-13,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-25-000067,8-K,2025-07-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000044,8-K,2024-05-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MMC,0000062709-24-000056,8-K,2024-06-24,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MOS,0001285785-26-000058,8-K,2026-04-08,YES,NO,NO,PIPELINE_LOST
MPW,0001193125-24-153035,8-K,2024-06-03,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-153419,8-K,2023-05-25,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-25-068203,10-Q,2025-05-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-24-126476,10-Q/A,2024-11-13,NO,YES,NO,SOURCE_GAP
MPW,0001193125-24-196518,8-K,2024-08-08,NO,YES,NO,SOURCE_GAP
MPW,0000950170-24-023248,10-K,2024-02-29,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-170123,8-K,2025-07-31,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-002655,8-K,2024-01-05,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-263599,8-K,2023-10-26,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-133302,8-K,2024-05-07,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-155432,8-K,2023-05-26,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-134847,8-K,2024-05-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-015022,8-K,2025-01-29,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-23-062169,10-Q,2023-11-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-049940,8-K,2023-02-27,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-147330,8-K,2024-05-28,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-220733,8-K,2024-09-17,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-26-058167,8-K,2026-02-19,NO,YES,NO,SOURCE_GAP
MPW,0000950170-25-030989,10-K,2025-03-03,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-037671,8-K,2025-02-27,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-24-065929,10-Q,2024-05-29,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-24-094888,10-Q,2024-08-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-26-016037,8-K,2026-01-20,NO,YES,NO,SOURCE_GAP
MPW,0001193125-24-068020,8-K,2024-03-14,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-046802,8-K,2023-02-23,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-25-106022,10-Q,2025-08-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-257549,8-K,2025-10-30,NO,YES,NO,SOURCE_GAP
MPW,0001193125-23-095514,8-K,2023-04-10,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-134173,8-K,2025-06-03,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-018490,8-K,2025-01-31,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-23-005575,10-K,2023-03-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-120216,8-K,2023-04-27,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-24-125623,10-Q,2024-11-12,NO,YES,NO,SOURCE_GAP
MPW,0001193125-24-140662,8-K,2024-05-16,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-205633,8-K,2023-08-08,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-272324,10-Q,2025-11-07,NO,YES,NO,SOURCE_GAP
MPW,0001193125-25-178048,8-K,2025-08-11,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-086105,8-K,2023-03-31,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-040842,8-K,2024-02-21,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-100968,8-K,2024-04-18,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-109039,8-K,2025-05-01,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-23-020652,10-Q,2023-05-10,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-180805,8-K,2025-08-14,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-252717,8-K,2024-11-07,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0000950170-23-040734,10-Q,2023-08-09,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-25-028746,8-K,2025-02-18,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-295523,8-K,2023-12-14,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-26-073587,10-K,2026-02-26,NO,YES,NO,SOURCE_GAP
MPW,0001193125-24-149138,8-K/A,2024-05-29,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-23-045747,8-K,2023-02-23,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MPW,0001193125-24-136307,8-K,2024-05-10,NO,YES,YES,SOURCE_GAP_BUT_HAVE
MTZ,0001193125-24-054063,NT 10-K,2024-02-29,YES,NO,NO,PIPELINE_LOST
MTZ,0001193125-23-057403,NT 10-K,2023-03-02,YES,NO,NO,PIPELINE_LOST
NFE,0001749723-26-000011,NT 10-K,2026-03-17,YES,NO,NO,PIPELINE_LOST
NFE,0001749723-25-000019,NT 10-K,2025-03-04,YES,NO,NO,PIPELINE_LOST
NFE,0001749723-25-000135,NT 10-Q,2025-11-12,YES,NO,NO,PIPELINE_LOST
NFE,0001749723-25-000109,NT 10-Q,2025-08-12,YES,NO,NO,PIPELINE_LOST
NFE,0001749723-25-000060,NT 10-Q,2025-05-13,YES,NO,NO,PIPELINE_LOST
NMRK,0001193125-23-057358,NT 10-K,2023-03-02,YES,NO,NO,PIPELINE_LOST
NOVA,0001772695-25-000085,8-K,2025-05-15,YES,YES,NO,PIPELINE_LOST
NOVA,0001772695-25-000078,8-K,2025-05-08,YES,YES,NO,PIPELINE_LOST
NOVA,0001772695-25-000011,8-K,2025-02-26,YES,YES,NO,PIPELINE_LOST
NOVA,0001193125-24-046271,8-K,2024-02-26,YES,YES,NO,PIPELINE_LOST
NOVA,0001772695-25-000082,NT 10-Q,2025-05-12,YES,NO,NO,PIPELINE_LOST
